id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified
ST-094,Course,Machine Learning Foundations,AI Education,English,Lecture 10 - Introduction to Neural Networks | Stanford CS229: Machine Learning (Autumn 2018),Andrew Ng / Stanford course team,Stanford Online,Course Lecture,80,https://www.youtube.com/watch?v=MfIjxPh6Pys,YouTube,304771,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,MfIjxPh6Pys,Other,2020-04-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-095,Course,AI Foundations,AI Foundations,English,Uncertainty - Lecture 2 - CS50's Introduction to Artificial Intelligence with Python 2020,Brian Yu / CS50 course team,CS50,Course Lecture,115,https://www.youtube.com/watch?v=D8RRq3TbtHU,YouTube,242930,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,D8RRq3TbtHU,Other,2023-07-24,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-096,Course,Machine Learning Foundations,AI Education,English,Locally Weighted & Logistic Regression | Stanford CS229: Machine Learning - Lecture 3 (Autumn 2018),Andrew Ng / Stanford course team,Stanford Online,Course Lecture,80,https://www.youtube.com/watch?v=het9HFqo1TQ,YouTube,897241,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,het9HFqo1TQ,Other,2020-04-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-097,Course,Reinforcement Learning,Reinforcement Learning; AI Education,English,Stanford CS234 Reinforcement Learning I Tabular MDP Planning I 2024 I Lecture 2,Emma Brunskill / Stanford course team,Stanford Online,Course Lecture,73,https://www.youtube.com/watch?v=gHdsUUGcBC0,YouTube,59351,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,gHdsUUGcBC0,Other,2024-10-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-098,Course,Computer Vision,Computer Vision,English,Stanford CS231N | Spring 2025 | Lecture 3: Regularization and Optimization,Stanford Online course team,Stanford Online,Course Lecture,69,https://www.youtube.com/watch?v=dyNGd06MWn4,YouTube,73231,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,dyNGd06MWn4,Vision,2025-09-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-099,Course,Reinforcement Learning,Reinforcement Learning; AI Education,English,Stanford CS234: Reinforcement Learning | Winter 2019 | Lecture 3 -  Model-Free Policy Evaluation,Emma Brunskill / Stanford course team,Stanford Online,Course Lecture,73,https://www.youtube.com/watch?v=dRIhrn8cc9w,YouTube,126946,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,dRIhrn8cc9w,Other,2019-03-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-100,Course,Computer Vision,Computer Vision; AI Systems / MLOps; AI Education,English,Stanford CS231N Deep Learning for Computer Vision | Spring 2025 | Lecture 6: CNN Architectures,Stanford Online course team,Stanford Online,Course Lecture,71,https://www.youtube.com/watch?v=aVJy4O5TOk8,YouTube,44216,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,aVJy4O5TOk8,Vision,2025-09-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-101,Course,Transformers / Large Models,Large Language Models,English,Stanford CS25: Transformers United V6 I Overview of Transformers,Stanford guest speakers,Stanford Online,Specialized Course,77,https://www.youtube.com/watch?v=bHSDPgZYie0,YouTube,10108,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,bHSDPgZYie0,Other,2026-04-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-102,Course,Reinforcement Learning,Reinforcement Learning; AI Education,English,Stanford CS234 Reinforcement Learning I Q learning and Function Approximation I 2024 I Lecture 4,Emma Brunskill / Stanford course team,Stanford Online,Course Lecture,79,https://www.youtube.com/watch?v=b_wvosA70f8,YouTube,21282,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,b_wvosA70f8,Other,2024-10-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-103,Course,Computer Vision,Computer Vision,English,"Stanford CS231N | Spring 2025 | Lecture 9: Object Detection, Image Segmentation, Visualizing",Stanford Online course team,Stanford Online,Course Lecture,74,https://www.youtube.com/watch?v=PTypu6GqEd4,YouTube,32497,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,PTypu6GqEd4,Vision,2025-09-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-104,Course,Computer Vision,Computer Vision; AI Education,English,Stanford CS231N | Spring 2025 | Lecture 12: Self-Supervised Learning,Stanford Online course team,Stanford Online,Course Lecture,75,https://www.youtube.com/watch?v=4howBU7THbM,YouTube,24069,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,4howBU7THbM,Vision,2025-09-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-105,Course,Computer Vision,Large Language Models; Computer Vision,English,Stanford CS231N | Spring 2025 | Lecture 8: Attention and Transformers,Stanford Online course team,Stanford Online,Course Lecture,67,https://www.youtube.com/watch?v=RQowiOF_FvQ,YouTube,62352,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,RQowiOF_FvQ,Vision,2025-09-02,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-106,Course,Neural Network Foundations,Neural Network Foundations,English,The spelled-out intro to neural networks and backpropagation: building micrograd,Andrej Karpathy,Andrej Karpathy,Specialized Course,146,https://www.youtube.com/watch?v=VMj-3S1tku0,YouTube,3898342,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,VMj-3S1tku0,Other,2022-08-16,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-107,Course,Deep Learning Foundations,AI Education,English,MIT Introduction to Deep Learning (2025) | 6.S191,Alexander Amini / MIT course team,Alexander Amini,Specialized Course,69,https://www.youtube.com/watch?v=alfdI7S6wCY,YouTube,1021825,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,alfdI7S6wCY,Other,2025-03-03,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-108,Course,Deep Learning Foundations,AI Education,English,MIT 6.S191 (2020): Introduction to Deep Learning,Alexander Amini / MIT course team,Alexander Amini,Specialized Course,53,https://www.youtube.com/watch?v=njKP3FqW3Sk,YouTube,1243758,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,njKP3FqW3Sk,Other,2020-02-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-109,Course,Deep Learning Foundations,AI Education,English,MIT Introduction to Deep Learning (2023) | 6.S191,Alexander Amini / MIT course team,Alexander Amini,Specialized Course,58,https://www.youtube.com/watch?v=QDX-1M5Nj7s,YouTube,2063734,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,QDX-1M5Nj7s,Other,2023-03-10,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-110,Course,Deep Learning Foundations,AI Education,English,MIT Introduction to Deep Learning (2024) | 6.S191,Alexander Amini / MIT course team,Alexander Amini,Specialized Course,70,https://www.youtube.com/watch?v=ErnWZxJovaM,YouTube,1031188,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,ErnWZxJovaM,Other,2024-04-29,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-111,Course,Deep Learning Foundations,AI Education,English,Lec 01. Introduction to Deep Learning,MIT OpenCourseWare course team,MIT OpenCourseWare,Specialized Course,61,https://www.youtube.com/watch?v=6FkRvTtUc-o,YouTube,464706,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,6FkRvTtUc-o,Other,2026-02-11,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-112,Course,Deep Learning / Representation Learning,AI Education,English,"Week 1 – Lecture: History, motivation, and evolution of Deep Learning",Yann LeCun / Alfredo Canziani,Alfredo Canziani (冷在),Course Lecture,99,https://www.youtube.com/watch?v=0bMe_vCZo30,YouTube,277512,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,0bMe_vCZo30,Other,2020-02-24,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-113,Course,Edge AI / TinyML,AI Systems / MLOps,English,"EfficientML.ai Lecture 1 - Introduction (MIT 6.5940, Fall 2023)",Song Han / MIT HAN Lab,MIT HAN Lab,Course Lecture,77,https://www.youtube.com/watch?v=rCFvPEQTxKI,YouTube,91350,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,rCFvPEQTxKI,Other,2023-09-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-114,Course,MLOps / AI Product Engineering,AI Systems / MLOps; AI Education,English,Lecture 01: When to Use ML and Course Vision (FSDL 2022),Full Stack Deep Learning team,The Full Stack,Course Lecture,54,https://www.youtube.com/watch?v=-Iob-FW5jVM,YouTube,43449,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,-Iob-FW5jVM,Other,2022-08-09,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-115,Course,Edge AI / TinyML,AI Systems / MLOps,English,"EfficientML.ai Lecture 1 - Introduction (MIT 6.5940, Fall 2023, Zoom recording)",Song Han / MIT HAN Lab,MIT HAN Lab,Course Lecture,77,https://www.youtube.com/watch?v=6cAmS-_vEh8,YouTube,20855,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,6cAmS-_vEh8,Other,2023-09-08,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-116,Course,Deep Reinforcement Learning,Reinforcement Learning,English,"CS 285: Lecture 5, Part 1",Sergey Levine / Berkeley RAIL,RAIL,Course Lecture,14,https://www.youtube.com/watch?v=GKoKNYaBvM0,YouTube,44627,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,GKoKNYaBvM0,Other,2020-10-11,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-117,Course,Deep Learning / Representation Learning,AI Education,English,Lesson 01 – Course intro and McCulloch & Pitts binary neuron,Yann LeCun / Alfredo Canziani,Alfredo Canziani (冷在),Course Lecture,30,https://www.youtube.com/watch?v=rg4QyMFONNQ,YouTube,15625,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,rg4QyMFONNQ,Other,2026-02-10,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-118,Course,Deep Learning / Representation Learning,Computer Vision,English,"Week 1 – Practicum: Classification, linear algebra, and visualisation",Yann LeCun / Alfredo Canziani,Alfredo Canziani (冷在),Hands-on Tutorial,53,https://www.youtube.com/watch?v=5_qrxVq1kvc,YouTube,67972,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,5_qrxVq1kvc,Vision,2020-02-24,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-119,Course,Deep Reinforcement Learning,Reinforcement Learning,English,"CS 285: Lecture 1, Part 2",Sergey Levine / Berkeley RAIL,RAIL,Course Lecture,13,https://www.youtube.com/watch?v=IoF7D0qec0I,YouTube,38120,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,IoF7D0qec0I,Other,2020-10-11,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-120,Course,Edge AI / TinyML,AI Systems / MLOps,English,"EfficientML.ai Lecture 2 - Basics of Neural Networks (MIT 6.5940, Fall 2023)",Song Han / MIT HAN Lab,MIT HAN Lab,Course Lecture,71,https://www.youtube.com/watch?v=Q9bdjoVx_m4,YouTube,21100,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,Q9bdjoVx_m4,Other,2023-09-13,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-121,Course,Deep Learning / Speech,Deep Learning,English,11-785 Spring 23 Lecture 1: Introduction,CMU 11-785 course team,Carnegie Mellon University Deep Learning,Course Lecture,78,https://www.youtube.com/watch?v=Q3qCfSiRmQY,YouTube,13840,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,Q3qCfSiRmQY,Other,2023-01-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-122,Course,Edge AI / TinyML,AI Systems / MLOps,English,"EfficientML.ai Lecture 9 - Knowledge Distillation (MIT 6.5940, Fall 2023)",Song Han / MIT HAN Lab,MIT HAN Lab,Course Lecture,60,https://www.youtube.com/watch?v=EkjVHToId7U,YouTube,13338,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,EkjVHToId7U,Other,2023-10-06,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-123,Course,MLOps / AI Product Engineering,AI Systems / MLOps,English,Lecture 02: Development Infrastructure & Tooling (FSDL 2022),Full Stack Deep Learning team,The Full Stack,Course Lecture,52,https://www.youtube.com/watch?v=BPYOsDCZbno,YouTube,14166,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,BPYOsDCZbno,Other,2022-08-16,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-124,Course,Deep Learning / Representation Learning,Deep Learning,English,Lesson 02 – Programming a neural network,Yann LeCun / Alfredo Canziani,Alfredo Canziani (冷在),Course Lecture,58,https://www.youtube.com/watch?v=3_e0HVV3nMM,YouTube,6824,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,3_e0HVV3nMM,Other,2026-02-20,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-125,Course,Deep Reinforcement Learning,Reinforcement Learning; AI Education,English,"CS 285: Lecture 2, Imitation Learning. Part 2",Sergey Levine / Berkeley RAIL,RAIL,Course Lecture,23,https://www.youtube.com/watch?v=YivJ9KDjn-o,YouTube,26115,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,YivJ9KDjn-o,Other,2023-08-26,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-126,Course,Deep Reinforcement Learning,Reinforcement Learning,English,"CS 285: Lecture 1, Introduction. Part 2",Sergey Levine / Berkeley RAIL,RAIL,Course Lecture,18,https://www.youtube.com/watch?v=BYh36cb92JQ,YouTube,27433,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,BYh36cb92JQ,Other,2023-08-21,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-127,Course,MLOps / AI Product Engineering,AI Systems / MLOps,English,Lecture 05: Deployment (FSDL 2022),Full Stack Deep Learning team,The Full Stack,Course Lecture,57,https://www.youtube.com/watch?v=W3hKjXg7fXM,YouTube,6713,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,W3hKjXg7fXM,Other,2022-09-06,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-128,Course,Deep Learning Foundations,AI Education,English,DL1: 1. Introduction and History of Deep Learning,Yuki Asano course team,Yuki Asano,Specialized Course,108,https://www.youtube.com/watch?v=RYMwu7lwmvo,YouTube,4418,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,RYMwu7lwmvo,Other,2023-02-13,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-129,Course,Deep Learning / Representation Learning,Graph Machine Learning,English,Week 13 – Lecture: Graph Convolutional Networks (GCNs),Yann LeCun / Alfredo Canziani,Alfredo Canziani (冷在),Course Lecture,120,https://www.youtube.com/watch?v=Iiv9R6BjxHM,YouTube,62756,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,Iiv9R6BjxHM,Other,2020-08-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-130,Course,Deep Reinforcement Learning,Reinforcement Learning; AI Education,English,"CS 285: Lecture 2, Imitation Learning. Part 1",Sergey Levine / Berkeley RAIL,RAIL,Course Lecture,25,https://www.youtube.com/watch?v=tbLaFtYpWWU,YouTube,32604,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,tbLaFtYpWWU,Other,2023-08-26,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-131,Course,MLOps / AI Product Engineering,AI Systems / MLOps,English,Lecture 03: Troubleshooting & Testing (FSDL 2022),Full Stack Deep Learning team,The Full Stack,Course Lecture,43,https://www.youtube.com/watch?v=RLemHNAO5Lw,YouTube,6174,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,RLemHNAO5Lw,Other,2022-08-23,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-132,Course,Deep Learning Foundations,AI Education,English,Dive into Deep Learning: Coding Session #1 – Setup & MLP (APAC),Aston Zhang 等 / MLT 社区,MLT Artificial Intelligence,Hands-on Tutorial,84,https://www.youtube.com/watch?v=_pxN-U2qL0I,YouTube,3883,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,_pxN-U2qL0I,Other,2021-04-20,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-133,Course,MLOps / AI Product Engineering,AI Systems / MLOps; AI Safety / Alignment / Ethics,English,Lecture 09: Ethics (FSDL 2022),Full Stack Deep Learning team,The Full Stack,Course Lecture,85,https://www.youtube.com/watch?v=7FQpbYTqjAA,YouTube,2424,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,7FQpbYTqjAA,Other,2022-10-04,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-134,Course,Deep Learning Foundations,AI Education,English,Dive into Deep Learning: Coding Session #1 – Setup & MLP (Americas/EMEA),Aston Zhang 等 / MLT 社区,MLT Artificial Intelligence,Hands-on Tutorial,63,https://www.youtube.com/watch?v=Bs9EXRNmnK4,YouTube,1988,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,Bs9EXRNmnK4,Other,2021-04-20,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-135,Course,Deep Learning Foundations,AI Education,English,Dive into Deep Learning: Coding Session #4 Attention Mechanism I (Americas/EMEA),Aston Zhang 等 / MLT 社区,MLT Artificial Intelligence,Hands-on Tutorial,100,https://www.youtube.com/watch?v=baEQGk-CTwk,YouTube,2171,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,baEQGk-CTwk,Other,2021-06-06,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-136,Course,Neural Network Foundations,Large Language Models,English,"Let's build GPT: from scratch, in code, spelled out.",Andrej Karpathy,Andrej Karpathy,Specialized Course,116,https://www.youtube.com/watch?v=kCc8FmEb1nY,YouTube,7627451,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,kCc8FmEb1nY,Other,2023-01-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-137,Course,Natural Language Processing / Transformers,Large Language Models; Natural Language Processing; AI Education,English,Hugging Face Course Event Day 2,Hugging Face course team,Hugging Face,Course Lecture,120,https://www.youtube.com/watch?v=tMwZlbMJggA,YouTube,5612,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,tMwZlbMJggA,Other,2021-11-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-138,Course,Deep Learning Foundations,AI Education,English,Dive into Deep Learning: Coding Session#5 Attention Mechanism II (Americas/EMEA),Aston Zhang 等 / MLT 社区,MLT Artificial Intelligence,Hands-on Tutorial,91,https://www.youtube.com/watch?v=rRQcS1O58xk,YouTube,955,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,rRQcS1O58xk,Other,2021-06-16,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-139,Course,Deep Learning / Speech,AI Education,English,CMU Introduction to Deep Learning 11-785: Lecture 16,Yuki Asano / UvA course team,Carnegie Mellon University Deep Learning,Course Lecture,84,https://www.youtube.com/watch?v=1KRcs8XYUWo,YouTube,631,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,1KRcs8XYUWo,Other,2025-10-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-140,Course,Deep Learning / Speech,Deep Learning,English,11-785 Spring 22 Lecture 1: Introduction,CMU 11-785 course team,Carnegie Mellon University Deep Learning,Course Lecture,84,https://www.youtube.com/watch?v=QX8SfTQccUM,YouTube,4285,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,QX8SfTQccUM,Other,2022-01-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-141,Course,Natural Language Processing / Transformers,Large Language Models; Natural Language Processing; AI Education,English,Hugging Face Course Workshops: Pretraining Language Models & CodeParrot,Hugging Face course team,Hugging Face,Course Lecture,58,https://www.youtube.com/watch?v=ExUR7w6xe94,YouTube,4162,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,ExUR7w6xe94,Other,2021-12-18,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-142,Course,Deep Learning / Speech,AI Education,English,"CMU Introduction To Deep Learning 11-785, Fall 2025: Lecture 21",Yuki Asano / UvA course team,Carnegie Mellon University Deep Learning,Course Lecture,83,https://www.youtube.com/watch?v=1EoMZNywIR8,YouTube,494,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,1EoMZNywIR8,Other,2025-11-12,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-143,Course,Deep Learning Foundations,Deep Learning Foundations,English,DL1: 6. Modern Convolutional Neural Networks,Yuki Asano course team,Yuki Asano,Specialized Course,115,https://www.youtube.com/watch?v=Oyp6yy4adWE,YouTube,609,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,Oyp6yy4adWE,Other,2023-02-14,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-144,Course,Neural Network Foundations,Large Language Models,English,Deep Dive into LLMs like ChatGPT,Andrej Karpathy,Andrej Karpathy,Specialized Course,211,https://www.youtube.com/watch?v=7xTGNNLPyMI,YouTube,8453046,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,7xTGNNLPyMI,Other,2025-02-05,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
ST-145,Course,Deep Learning Foundations,AI Education,English,DL1: 11. Unsupervised Learning of 3D (Guest Lecture: Prof. Andrea Vedaldi),Yuki Asano course team,Yuki Asano,Course Lecture,116,https://www.youtube.com/watch?v=KKyVlgZWvqc,YouTube,345,A | Official / Original Creator / Organizer,Core,Verified,2026-08-10,Matched to the target official channel; public metadata accessible.,KKyVlgZWvqc,Other,2023-02-14,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-13,2026-08-13,,true
